OCC_CODE,Occupation title,Level,Employed,Employment relative standard error,Hourly mean wage,Annual Mean wage,Mean wage RSE,Hourly Median wage,Annual median wage
29-1216,General Internal Medicine Physicians,detailed,"50,600",3.7,101.42,"210,960",2,#,#
29-1218,Obstetricians and Gynecologists,detailed,"18,900",4.3,114.96,"239,120",1.8,#,#
29-1221,"Pediatricians, General",detailed,"27,550",4,88.74,"184,570",1.7,85.16,"177,130"
29-1223,Psychiatrists,detailed,"25,540",3.6,104.38,"217,100",1.8,#,#
29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,"375,390",1.6,105.22,"218,850",0.9,#,#
29-1248,"Surgeons, Except Ophthalmologists",detailed,"37,900",3.9,120.99,"251,650",1.8,#,#
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,"230,900",1.2,38.97,"81,060",1.1,37.25,"77,490"
29-1292,Dental Hygienists,detailed,"194,830",1.4,37.53,"78,050",0.6,37.06,"77,090"
29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,"36,070",2.9,46.77,"97,270",3.4,39.63,"82,420"
29-2000,Health Technologists and Technicians,minor,"2,861,180",0.4,23.55,"48,990",0.2,21.93,"45,620"
29-2010,Clinical Laboratory Technologists and Technicians,broad,"326,220",1.1,26.92,"55,990",0.4,26.05,"54,180"
29-2010,Clinical Laboratory Technologists and Technicians,detailed,"326,220",1.1,26.92,"55,990",0.4,26.05,"54,180"
29-2031,Cardiovascular Technologists and Technicians,detailed,"55,980",1.6,29.3,"60,940",0.5,28.41,"59,100"
29-2032,Diagnostic Medical Sonographers,detailed,"73,920",1.3,37.4,"77,790",0.4,36.5,"75,920"
29-2033,Nuclear Medicine Technologists,detailed,"17,510",2.3,39.46,"82,080",0.4,38.27,"79,590"
29-2034,Radiologic Technologists and Technicians,detailed,"206,720",0.9,31.17,"64,840",0.3,29.76,"61,900"
29-2035,Magnetic Resonance Imaging Technologists,detailed,"39,270",2.2,36.52,"75,960",0.5,35.91,"74,690"
29-2040,Emergency Medical Technicians and Paramedics,broad,"257,700",1.3,19.41,"40,370",0.9,17.62,"36,650"
29-2040,Emergency Medical Technicians and Paramedics,detailed,"257,700",1.3,19.41,"40,370",0.9,17.62,"36,650"
29-2050,Health Practitioner Support Technologists and Technicians,broad,"803,920",0.7,18.74,"38,970",0.3,17.63,"36,680"
29-2051,Dietetic Technicians,detailed,"26,430",2.7,15.83,"32,920",0.7,14.48,"30,110"
29-2052,Pharmacy Technicians,detailed,"415,310",0.9,17.52,"36,450",0.3,16.87,"35,100"
29-2053,Psychiatric Technicians,detailed,"85,330",1.9,18.31,"38,080",1.1,16.84,"35,030"
29-2055,Surgical Technologists,detailed,"107,400",1.2,24.77,"51,510",0.3,23.9,"49,710"
29-2056,Veterinary Technologists and Technicians,detailed,"109,490",2,18.2,"37,860",0.7,17.43,"36,260"
29-2057,Ophthalmic Medical Technicians,detailed,"59,960",3.5,19.24,"40,010",0.8,18.24,"37,940"
29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"676,440",0.7,24.08,"50,090",0.2,23.47,"48,820"
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"676,440",0.7,24.08,"50,090",0.2,23.47,"48,820"
29-2080,"Opticians, Dispensing",broad,"68,180",2.6,19.89,"41,380",0.9,18.53,"38,530"
29-2081,"Opticians, Dispensing",detailed,"68,180",2.6,19.89,"41,380",0.9,18.53,"38,530"
29-2091,Orthotists and Prosthetists,detailed,"9,550",5.5,35.63,"74,120",1.6,33.75,"70,190"
29-2092,Hearing Aid Specialists,detailed,"7,770",6.5,26.26,"54,630",2.1,25.3,"52,630"
29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,"318,010",1,23.21,"48,270",0.4,21.2,"44,090"
29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"106,380",1.7,28.5,"59,280",0.9,24.79,"51,560"
29-9091,Athletic Trainers,detailed,"27,430",2.7,*,"52,230",0.8,*,"49,860"
29-9092,Genetic Counselors,detailed,"2,280",4.3,43.13,"89,710",1.2,41.2,"85,700"
29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,"76,670",2.1,29.28,"60,900",1.1,24.92,"51,840"
31-0000,Healthcare Support Occupations,major,"6,440,880",0.4,15.5,"32,250",0.2,14.4,"29,960"
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,"4,677,760",0.5,14.1,"29,320",0.2,13.59,"28,270"
31-1120,Home Health and Personal Care Aides,broad,"3,211,590",0.7,13.49,"28,060",0.3,13.02,"27,080"
31-1120,Home Health and Personal Care Aides,detailed,"3,211,590",0.7,13.49,"28,060",0.3,13.02,"27,080"
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,"1,466,170",0.6,15.43,"32,090",0.3,14.83,"30,850"
31-1131,Nursing Assistants,detailed,"1,371,050",0.6,15.41,"32,050",0.3,14.83,"30,850"
31-1132,Orderlies,detailed,"43,570",1.9,15.28,"31,780",0.5,14.44,"30,030"
31-1133,Psychiatric Aides,detailed,"51,550",2.3,16.01,"33,300",0.9,15.18,"31,570"
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"186,900",1.3,25.19,"52,400",0.5,26.08,"54,250"
31-2010,Occupational Therapy Assistants and Aides,broad,"48,380",2,28.85,"60,010",0.8,29.3,"60,950"
31-2011,Occupational Therapy Assistants,detailed,"42,750",2.2,30.49,"63,420",0.5,30.26,"62,940"
31-2012,Occupational Therapy Aides,detailed,"5,630",6.9,16.42,"34,160",3.6,14.51,"30,180"
31-2020,Physical Therapist Assistants and Aides,broad,"138,520",1.5,23.92,"49,750",0.5,24.02,"49,970"
31-2021,Physical Therapist Assistants,detailed,"92,740",1.6,28.58,"59,440",0.5,28.74,"59,770"
31-2022,Physical Therapist Aides,detailed,"45,790",2.3,14.47,"30,110",0.7,13.68,"28,450"
31-9000,Other Healthcare Support Occupations,minor,"1,576,220",0.5,18.53,"38,540",0.2,17.68,"36,780"
31-9010,Massage Therapists,broad,"85,040",3,22.77,"47,350",1.1,20.97,"43,620"
31-9011,Massage Therapists,detailed,"85,040",3,22.77,"47,350",1.1,20.97,"43,620"
31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,491,180",0.6,18.29,"38,030",0.2,17.6,"36,610"
31-9091,Dental Assistants,detailed,"312,140",0.9,20.34,"42,310",0.4,19.8,"41,180"
31-9092,Medical Assistants,detailed,"710,200",0.9,17.75,"36,930",0.2,17.23,"35,850"
31-9093,Medical Equipment Preparers,detailed,"56,870",1.6,19.75,"41,070",0.6,18.65,"38,800"
31-9094,Medical Transcriptionists,detailed,"49,530",4.8,17.94,"37,310",2.5,16.96,"35,270"
31-9095,Pharmacy Aides,detailed,"38,900",4.1,15.5,"32,250",1.4,14.08,"29,280"
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"98,810",2.3,14.89,"30,980",0.6,14.39,"29,930"
31-9097,Phlebotomists,detailed,"128,020",1.7,17.92,"37,280",0.4,17.46,"36,320"
31-9099,"Healthcare Support Workers, All Other",detailed,"96,720",2.1,19.92,"41,430",0.5,19,"39,530"
33-0000,Protective Service Occupations,major,"3,351,180",0.4,25.11,"52,220",0.7,21.02,"43,710"
33-1000,Supervisors of Protective Service Workers,minor,"323,580",0.6,38.02,"79,080",0.8,34.79,"72,360"
33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"175,730",0.4,42.4,"88,190",0.9,39.85,"82,880"
33-1011,First-Line Supervisors of Correctional Officers,detailed,"53,420",0.4,32.5,"67,600",1,29.28,"60,910"
33-1012,First-Line Supervisors of Police and Detectives,detailed,"122,310",0.5,46.72,"97,180",0.8,44.7,"92,970"
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,"69,000",0.9,39.99,"83,170",0.8,37.92,"78,870"
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,"69,000",0.9,39.99,"83,170",0.8,37.92,"78,870"
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"78,860",1.9,26.54,"55,210",0.6,25.31,"52,650"
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,"78,860",1.9,26.54,"55,210",0.6,25.31,"52,650"
33-2000,Firefighting and Prevention Workers,minor,"328,260",0.7,27.31,"56,800",1,25.51,"53,060"
33-2010,Firefighters,broad,"311,350",0.7,27.09,"56,360",1,25.24,"52,500"
33-2011,Firefighters,detailed,"311,350",0.7,27.09,"56,360",1,25.24,"52,500"
33-2020,Fire Inspectors,broad,"16,920",3.1,31.26,"65,010",1.3,29.87,"62,120"
33-2021,Fire Inspectors and Investigators,detailed,"14,010",3.8,32.54,"67,680",1.6,31.06,"64,610"
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"2,900",1.6,25.06,"52,130",1.2,20.26,"42,150"
33-3000,Law Enforcement Workers,minor,"1,203,450",0.4,31.37,"65,240",0.7,28.53,"59,340"
33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"423,980",0.6,25.15,"52,310",0.8,22.81,"47,440"
33-3011,Bailiffs,detailed,"18,120",1.2,24.87,"51,730",1.2,23.08,"48,000"
33-3012,Correctional Officers and Jailers,detailed,"405,870",0.6,25.16,"52,340",0.8,22.79,"47,410"
33-3020,Detectives and Criminal Investigators,broad,"105,980",0.4,42.93,"89,300",0.9,41.8,"86,940"
33-3021,Detectives and Criminal Investigators,detailed,"105,980",0.4,42.93,"89,300",0.9,41.8,"86,940"
33-3030,Fish and Game Wardens,broad,"7,230",0.4,27.79,"57,810",0.4,27.9,"58,040"
33-3031,Fish and Game Wardens,detailed,"7,230",0.4,27.79,"57,810",0.4,27.9,"58,040"
33-3040,Parking Enforcement Workers,broad,"7,560",2,21.57,"44,870",1.6,20.23,"42,070"
33-3041,Parking Enforcement Workers,detailed,"7,560",2,21.57,"44,870",1.6,20.23,"42,070"
33-3050,Police Officers,broad,"658,700",0.5,33.66,"70,010",0.9,31.54,"65,600"
33-3051,Police and Sheriff's Patrol Officers,detailed,"654,900",0.5,33.66,"70,000",0.9,31.51,"65,540"
33-3052,Transit and Railroad Police,detailed,"3,800",7.3,34.13,"71,000",2.4,34.89,"72,580"
33-9000,Other Protective Service Workers,minor,"1,495,880",0.8,16.8,"34,940",0.4,15.02,"31,230"
33-9010,Animal Control Workers,broad,"11,580",2.5,19.56,"40,680",0.8,18.48,"38,430"
33-9011,Animal Control Workers,detailed,"11,580",2.5,19.56,"40,680",0.8,18.48,"38,430"
33-9020,Private Detectives and Investigators,broad,"32,200",8.5,28.89,"60,100",3.7,25.64,"53,320"
33-9021,Private Detectives and Investigators,detailed,"32,200",8.5,28.89,"60,100",3.7,25.64,"53,320"
33-9030,Security Guards and Gambling Surveillance Officers,broad,"1,062,740",1.1,16.54,"34,410",0.5,14.94,"31,080"
33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,"8,340",5.6,19.19,"39,910",1.3,16.97,"35,300"
33-9032,Security Guards,detailed,"1,054,400",1.1,16.52,"34,360",0.5,14.93,"31,050"
33-9090,Miscellaneous Protective Service Workers,broad,"389,350",1.1,16.41,"34,140",0.4,14.78,"30,740"
33-9091,Crossing Guards and Flaggers,detailed,"85,050",2.3,16.45,"34,220",1.1,14.8,"30,790"
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"113,150",2.2,13,"27,050",1.1,12.03,"25,020"
33-9093,Transportation Security Screeners,detailed,"46,850",0.7,21.6,"44,920",0.6,21.3,"44,300"
33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,"144,310",2.1,17.38,"36,140",0.6,15.37,"31,960"
35-0000,Food Preparation and Serving Related Occupations,major,"11,262,850",0.2,13.3,"27,650",0.2,12.26,"25,500"
35-1000,Supervisors of Food Preparation and Serving Workers,minor,"993,030",0.7,19.24,"40,010",0.3,17.26,"35,900"
35-1010,Supervisors of Food Preparation and Serving Workers,broad,"993,030",0.7,19.24,"40,010",0.3,17.26,"35,900"
35-1011,Chefs and Head Cooks,detailed,"101,490",2.6,28.24,"58,740",1.5,25.66,"53,380"
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"891,540",0.7,18.21,"37,880",0.3,16.62,"34,570"
35-2000,Cooks and Food Preparation Workers,minor,"2,977,730",0.6,13.38,"27,820",0.2,13.02,"27,070"
35-2010,Cooks,broad,"2,184,130",0.7,13.55,"28,180",0.2,13.1,"27,250"
35-2011,"Cooks, Fast Food",detailed,"544,420",2.1,11.68,"24,300",0.5,11.72,"24,380"
35-2012,"Cooks, Institution and Cafeteria",detailed,"387,300",0.8,14.4,"29,940",0.3,13.78,"28,650"
35-2013,"Cooks, Private Household",detailed,320,30.7,22.51,"46,810",17,15.69,"32,630"
35-2014,"Cooks, Restaurant",detailed,"1,109,650",0.9,14.2,"29,530",0.3,13.84,"28,800"
35-2015,"Cooks, Short Order",detailed,"123,350",3.8,12.99,"27,030",0.9,12.77,"26,570"
35-2019,"Cooks, All Other",detailed,"19,080",6.7,15.55,"32,350",1.8,14.65,"30,460"
35-2020,Food Preparation Workers,broad,"793,590",1.5,12.9,"26,820",0.4,12.53,"26,070"
35-2021,Food Preparation Workers,detailed,"793,590",1.5,12.9,"26,820",0.4,12.53,"26,070"
35-3000,Food and Beverage Serving Workers,minor,"6,135,730",0.4,12.47,"25,930",0.3,11.57,"24,050"
35-3010,Bartenders,broad,"486,720",1.2,13.9,"28,910",0.6,12,"24,960"
35-3011,Bartenders,detailed,"486,720",1.2,13.9,"28,910",0.6,12,"24,960"
35-3020,Fast Food and Counter Workers,broad,"3,450,120",0.7,11.8,"24,540",0.3,11.47,"23,860"
35-3023,Fast Food and Counter Workers,detailed,"3,450,120",0.7,11.8,"24,540",0.3,11.47,"23,860"
35-3030,Waiters and Waitresses,broad,"1,944,240",0.6,13.2,"27,470",0.5,11.42,"23,740"
35-3031,Waiters and Waitresses,detailed,"1,944,240",0.6,13.2,"27,470",0.5,11.42,"23,740"
35-3040,"Food Servers, Nonrestaurant",broad,"254,650",1.4,13.2,"27,460",0.4,12.46,"25,910"
35-3041,"Food Servers, Nonrestaurant",detailed,"254,650",1.4,13.2,"27,460",0.4,12.46,"25,910"
35-9000,Other Food Preparation and Serving Related Workers,minor,"1,156,370",0.8,12.38,"25,740",0.3,12.03,"25,010"
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"374,940",1.6,12.64,"26,300",0.5,12.03,"25,010"
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"374,940",1.6,12.64,"26,300",0.5,12.03,"25,010"
35-9020,Dishwashers,broad,"395,660",1.2,12.31,"25,600",0.3,12.15,"25,270"
35-9021,Dishwashers,detailed,"395,660",1.2,12.31,"25,600",0.3,12.15,"25,270"
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"316,700",1.5,11.92,"24,800",0.5,11.48,"23,880"
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"316,700",1.5,11.92,"24,800",0.5,11.48,"23,880"
35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"69,070",4.4,13.41,"27,880",1,13.02,"27,080"
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"69,070",4.4,13.41,"27,880",1,13.02,"27,080"
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,090,370",0.3,15.75,"32,760",0.2,14.39,"29,940"
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"244,990",1.1,23.61,"49,110",0.4,22.25,"46,280"
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"244,990",1.1,23.61,"49,110",0.4,22.25,"46,280"
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"141,260",1.3,21.87,"45,500",0.5,20.21,"42,040"
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"103,730",1.8,25.98,"54,040",0.6,24.52,"51,010"
37-2000,Building Cleaning and Pest Control Workers,minor,"2,882,710",0.4,14.79,"30,760",0.3,13.64,"28,360"
37-2010,Building Cleaning Workers,broad,"2,803,150",0.4,14.66,"30,490",0.3,13.54,"28,160"
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"1,990,510",0.6,15.1,"31,410",0.3,13.98,"29,080"
37-2012,Maids and Housekeeping Cleaners,detailed,"795,590",1,13.47,"28,010",0.3,12.61,"26,220"
37-2019,"Building Cleaning Workers, All Other",detailed,"17,050",10,18.68,"38,860",3.5,16.59,"34,510"
37-2020,Pest Control Workers,broad,"79,560",2.2,19.4,"40,350",1,18.18,"37,820"
37-2021,Pest Control Workers,detailed,"79,560",2.2,19.4,"40,350",1,18.18,"37,820"
37-3000,Grounds Maintenance Workers,minor,"962,670",0.6,16.63,"34,590",0.3,15.49,"32,220"
37-3010,Grounds Maintenance Workers,broad,"962,670",0.6,16.63,"34,590",0.3,15.49,"32,220"
37-3011,Landscaping and Groundskeeping Workers,detailed,"872,370",0.7,16.25,"33,800",0.3,15.26,"31,730"
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"23,950",5.2,18.81,"39,130",1.8,17.61,"36,630"
37-3013,Tree Trimmers and Pruners,detailed,"52,040",6.7,21.18,"44,040",1.7,19.88,"41,340"
37-3019,"Grounds Maintenance Workers, All Other",detailed,"14,310",5.7,19.36,"40,270",2.1,16.45,"34,210"
39-0000,Personal Care and Service Occupations,major,"2,696,340",0.5,15.68,"32,610",0.2,13.52,"28,120"
39-1000,Supervisors of Personal Care and Service Workers,minor,"193,950",1,22.28,"46,350",0.4,20.6,"42,850"
39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"19,100",3.3,24.6,"51,160",1,24.25,"50,440"
39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,"174,860",1,22.03,"45,820",0.4,20.19,"42,000"
39-2000,Animal Care and Service Workers,minor,"208,540",1.4,13.97,"29,060",0.5,12.68,"26,370"
39-2010,Animal Trainers,broad,"14,880",5.7,18.25,"37,950",2.1,15.16,"31,520"
39-2011,Animal Trainers,detailed,"14,880",5.7,18.25,"37,950",2.1,15.16,"31,520"
39-2020,Animal Caretakers,broad,"193,660",1.5,13.65,"28,380",0.5,12.54,"26,080"
39-2021,Animal Caretakers,detailed,"193,660",1.5,13.65,"28,380",0.5,12.54,"26,080"
39-3000,Entertainment Attendants and Related Workers,minor,"450,630",1.7,12.77,"26,560",0.4,12.01,"24,980"
39-3010,Gambling Services Workers,broad,"83,400",3.1,12.95,"26,940",1.1,11.92,"24,790"
39-3011,Gambling Dealers,detailed,"67,330",3.4,12.55,"26,110",1.3,11.41,"23,740"
39-3012,Gambling and Sports Book Writers and Runners,detailed,"7,500",9.9,13.05,"27,130",1.6,12.13,"25,220"
39-3019,"Gambling Service Workers, All Other",detailed,"8,570",6.2,16.03,"33,340",1.7,14.12,"29,360"
39-3020,Motion Picture Projectionists,broad,"2,270",8.8,16.53,"34,380",2.7,13.22,"27,490"
39-3021,Motion Picture Projectionists,detailed,"2,270",8.8,16.53,"34,380",2.7,13.22,"27,490"
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"95,600",2.8,12.69,"26,390",0.9,12.07,"25,110"
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"95,600",2.8,12.69,"26,390",0.9,12.07,"25,110"
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"269,370",2.4,12.71,"26,430",0.5,12.02,"25,000"
39-3091,Amusement and Recreation Attendants,detailed,"248,190",2.5,12.31,"25,610",0.5,11.9,"24,760"
39-3092,Costume Attendants,detailed,"5,750",10.8,24.89,"51,780",3.5,20.63,"42,910"
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"11,530",4,14.1,"29,320",2.1,12.84,"26,700"
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"3,900",10.9,15.66,"32,580",3.1,13.09,"27,230"
39-4011,Embalmers,detailed,"3,860",7.9,24.14,"50,220",2.3,22.9,"47,630"
39-4020,Funeral Attendants,broad,"32,300",3.1,14.97,"31,130",1,14.01,"29,150"
39-4021,Funeral Attendants,detailed,"32,300",3.1,14.97,"31,130",1,14.01,"29,150"
39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,"24,560",4,28.36,"59,000",1.7,26.01,"54,100"
39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"24,560",4,28.36,"59,000",1.7,26.01,"54,100"
39-5000,Personal Appearance Workers,minor,"448,020",1,16.08,"33,460",0.7,13.61,"28,310"
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"317,290",1.5,15.86,"32,990",0.8,13.28,"27,630"
39-5011,Barbers,detailed,"14,880",9,18.29,"38,050",3.6,15.61,"32,470"
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"302,410",1.6,15.74,"32,740",0.8,13.16,"27,380"
39-5090,Miscellaneous Personal Appearance Workers,broad,"130,730",2.5,16.63,"34,580",1.2,14.21,"29,560"
39-5091,"Makeup Artists, Theatrical and Performance",detailed,"2,780",13.8,48.07,"99,990",4.2,51.4,"106,920"
39-5092,Manicurists and Pedicurists,detailed,"73,010",4.3,13.95,"29,010",0.9,13.4,"27,870"
39-5093,Shampooers,detailed,"8,310",8.1,11.69,"24,320",1.4,11.63,"24,190"
39-5094,Skincare Specialists,detailed,"46,640",4.3,19.82,"41,230",1.7,17.55,"36,510"
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"65,240",2.8,15.67,"32,580",1,14.48,"30,110"
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"65,240",2.8,15.67,"32,580",1,14.48,"30,110"
39-6011,Baggage Porters and Bellhops,detailed,"28,440",2.6,13.97,"29,060",0.9,13,"27,050"
39-6012,Concierges,detailed,"36,800",4.6,16.97,"35,310",1.3,15.57,"32,380"
39-7000,Tour and Travel Guides,minor,"38,030",2.9,15.48,"32,200",0.8,14.16,"29,460"
39-7010,Tour and Travel Guides,broad,"38,030",2.9,15.48,"32,200",0.8,14.16,"29,460"
39-7010,Tour and Travel Guides,detailed,"38,030",2.9,15.48,"32,200",0.8,14.16,"29,460"
39-9010,Childcare Workers,broad,"494,360",1.4,12.88,"26,790",0.5,12.24,"25,460"
39-9011,Childcare Workers,detailed,"494,360",1.4,12.88,"26,790",0.5,12.24,"25,460"
39-9030,Recreation and Fitness Workers,broad,"573,720",1.1,17.94,"37,310",0.5,15.03,"31,250"
39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"248,070",1.5,21.95,"45,650",0.7,19.48,"40,510"
39-9032,Recreation Workers,detailed,"325,640",1.5,14.88,"30,960",0.6,13.67,"28,440"
39-9040,Residential Advisors,broad,"102,450",2,16.07,"33,430",0.5,14.99,"31,190"
39-9041,Residential Advisors,detailed,"102,450",2,16.07,"33,430",0.5,14.99,"31,190"
39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,"60,650",4.2,14.58,"30,330",1.3,13.66,"28,420"
41-0000,Sales and Related Occupations,major,"13,120,320",0.2,22,"45,750",0.2,15.15,"31,500"
41-1000,Supervisors of Sales Workers,minor,"1,303,400",0.5,26.54,"55,200",0.2,22.15,"46,070"
41-1010,First-Line Supervisors of Sales Workers,broad,"1,303,400",0.5,26.54,"55,200",0.2,22.15,"46,070"
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,063,110",0.5,22.74,"47,300",0.2,19.99,"41,580"
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"240,290",0.9,43.33,"90,120",0.4,37.77,"78,560"
41-2000,Retail Sales Workers,minor,"7,628,920",0.3,13.95,"29,010",0.2,12.63,"26,270"
41-2010,Cashiers,broad,"3,347,090",0.7,12.37,"25,730",0.2,12.03,"25,020"
41-2011,Cashiers,detailed,"3,333,100",0.7,12.36,"25,710",0.2,12.03,"25,020"
41-2012,Gambling Change Persons and Booth Cashiers,detailed,"14,000",5.1,13.99,"29,110",1.1,13.02,"27,080"
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"622,160",0.9,17.01,"35,380",0.3,15.13,"31,480"
41-2021,Counter and Rental Clerks,detailed,"368,300",1.3,16.68,"34,700",0.4,14.84,"30,870"
41-2022,Parts Salespersons,detailed,"253,870",1.3,17.48,"36,350",0.5,15.61,"32,460"
41-2030,Retail Salespersons,broad,"3,659,670",0.6,14.87,"30,940",0.2,13.02,"27,080"
41-2031,Retail Salespersons,detailed,"3,659,670",0.6,14.87,"30,940",0.2,13.02,"27,080"
41-3000,"Sales Representatives, Services",minor,"1,992,540",0.5,36.14,"75,170",0.5,27.77,"57,760"
41-3010,Advertising Sales Agents,broad,"110,040",1.9,32.71,"68,040",1.3,26.41,"54,940"
41-3011,Advertising Sales Agents,detailed,"110,040",1.9,32.71,"68,040",1.3,26.41,"54,940"
41-3020,Insurance Sales Agents,broad,"409,950",1.1,33.22,"69,100",0.9,25.08,"52,180"
41-3021,Insurance Sales Agents,detailed,"409,950",1.1,33.22,"69,100",0.9,25.08,"52,180"
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"440,300",1.3,46.41,"96,540",1.3,31.14,"64,770"
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"440,300",1.3,46.41,"96,540",1.3,31.14,"64,770"
41-3040,Travel Agents,broad,"55,180",2.4,22.43,"46,650",1.1,20.36,"42,350"
41-3041,Travel Agents,detailed,"55,180",2.4,22.43,"46,650",1.1,20.36,"42,350"
41-3090,"Miscellaneous Sales Representatives, Services",broad,"977,070",0.8,33.89,"70,490",0.5,28.25,"58,770"
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"977,070",0.8,33.89,"70,490",0.5,28.25,"58,770"
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,566,820",0.6,37.65,"78,310",0.4,31.45,"65,420"
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,566,820",0.6,37.65,"78,310",0.4,31.45,"65,420"
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"288,150",2,47.92,"99,680",1,41.66,"86,650"
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,278,670",0.6,35.34,"73,500",0.3,29.84,"62,070"
41-9000,Other Sales and Related Workers,minor,"628,640",1.1,26.39,"54,890",1,18.06,"37,560"
41-9010,"Models, Demonstrators, and Product Promoters",broad,"72,340",4.3,18.09,"37,630",1.4,15.62,"32,490"
41-9011,Demonstrators and Product Promoters,detailed,"69,990",4.4,17.83,"37,080",1.3,15.62,"32,500"
41-9012,Models,detailed,"2,350",24.6,25.99,"54,050",15.6,15.34,"31,910"
41-9020,Real Estate Brokers and Sales Agents,broad,"213,350",1.7,32.16,"66,890",1.6,24.63,"51,220"
41-9021,Real Estate Brokers,detailed,"44,610",4.2,39.25,"81,630",3.8,29.02,"60,370"
41-9022,Real Estate Sales Agents,detailed,"168,740",2,30.28,"62,990",1.7,23.58,"49,040"
41-9030,Sales Engineers,broad,"63,780",3.2,56.38,"117,270",1.2,52.32,"108,830"
41-9031,Sales Engineers,detailed,"63,780",3.2,56.38,"117,270",1.2,52.32,"108,830"
41-9040,Telemarketers,broad,"117,610",3.4,14.87,"30,930",1,13.42,"27,920"
41-9041,Telemarketers,detailed,"117,610",3.4,14.87,"30,930",1,13.42,"27,920"
41-9090,Miscellaneous Sales and Related Workers,broad,"161,550",1.4,19.04,"39,590",0.8,14.67,"30,510"
